"officer_badge_number","officer_name"
"8837","Jerry Thompson"
"10952","Gabrial Vazquez"
"R276","Sandra Zavala"
"5337","Tony Little"
"10029","Rocio Rodriguez"
"8454","Terrence Burley"
"10123","Prestin Parker"
"9131","Ronald Carroll Jr."
"8107","Matthew Hebert"
"9481","Samuel Hanson"
"4973","Felicia Thornton"
"7579","Adrian Ballin"
"8576","Michael Nunez"
"7072","Darren Allen"
"7876","Rhonda Richeson"
"9538","Robin Rivera"
"8808","David Waskom"
"9051","Angel Scott"
"7568","D'vonyotto Noye"
"8447","Juan Hernandez Jr"
"F0156","Linda Henry"
"7911","Raul Delgado"
"7153","Alan Villarreal"
"10875","Erika Brown"
"5208","Julie Cassidy"
"7777","Jennifer Sumpter"
"8125","Rawleigh Williams Jr"
"8411","Brandon Thompson"
"83070","Theresa Tafalla"
"R209","Christopher Lamendola"
"8982","Brent Wing"
"8752","Laszlo Rakovszky"
"5274","Kenneth Ferguson"
"5999","Townsend Howard"
"7527","Scott Bazan"
"5606","Edward Giampietro"
"8725","Mable Smith"
"7735","Nathanial Chapman"
"5547","John James Jr"
"R364","Andres Lopez"
"9915","Dwayne French"
"8816","Rico Harris"
"8509","Alberto Garza Jr"
"8354","Delia Castro"
"6660","Carver Davis"
"4126","George Pryor"
"8631","Thomas Illingworth"
"M195","Dale Jacobs"
"8532","Kassandra Schiver"
"8170","David Ferguson"
"8455","Aaron Glenn"
"7268","Joey Warren"
"9259","Stephen Forman"
"5557","Thomas Mount"
"10129","Ryan Rockwell"
"8759","Kenneth Wester"
"8445","Brad Riede"
"8245","Tommie Runnels"
"4708","John Mclain"
"6561","Kevin Campbell"
"5759","Victor Hart"
"F0271","Eric Beal"
"6979","Keith Strickland"
"8227","Steven Hodack"
"8223","Tracy Morgan"
"7389","Michael Clifford"
"3366","Latonia Reed"
"4686","Danny Robinson"
"8944","Rogers Williams"
"7965","Rodney Allen"
"6907","Douglas Brady"
"8578","Brendan Gadomski"
"8889","Christopher Deleon"
"8446","Dacnguyen Nguyen"
"7816","John Berka"
"9932","Gregory Conn"
"7667","John Bynum"
"9150","David Roach"
"6884","Angela Pardue"
"7162","Albert Wagner Iii"
"8299","Johnsey Vann"
"8596","Alan Holmes Jr"
"8103","Richard Foy"
"R230","Kyle Anderson"
"8733","Justin Brandt"
"5047","James Curtis"
"5850","James Bristo"
"9612","Terry Charles"
"10235","Joshua Gonzalez"
"6015","Richard Dukes"
"7394","Christie Thomas"
"6527","Terrance Hopkins"
"7789","Daniel Torres"
"8118","Lindsey Allen"
"7840","Amos Gantt Jr"
"8981","Brian Vogel Ii"
"5164","Thomas Naulty"
"8589","Scott Ash"
"8105","Matthew Peebles"
"5225","Martin Hoffer"
"8611","Garret Hellinger"
"7124","Joseph Lafleur"
"6161","James Weisinger"
"6120","Thomas Kelly Ii"
"6502","Velicia Watts"
"8110","Erik Masonheimer"
"6690","Richard Rivas"
"7000","Jason Perez"
"9740","Matthew Rudolph"
"9123","Christopher Caperton"
"7061","Michael Felini"
"7464","Oliver Price"
"9854","Armando De La Luz"
"7634","Jaime Castro"
"5973","Scott Young"
"9934","Richard Whitt"
"8053","Tyrone Wall"
"9710","Keidric Dixon"
"R220","Ana Arrona"
"8859","Zachary Helm"
"105273","Natividad Esparza"
"9128","Jeffrey Wilson"
"5762","Mitchell Gatson"
"6546","Reginald Woods"
"6241","Brian Reeves"
"9367","Brian Simonds"
"M183","Weldon Paul"
"7746","Lonnie Howard"
"7108","Gregory Rodriguez"
"6804","Michelle Thomas"
"6519","Robert Ott"
"7586","Keitric Jones"
"8363","Patricia Gamez"
"F0241","Natarsha Price"
"6612","Rudolph Jackson Jr"
"9331","Arthur Mathews"
"8665","Jessica Near"
"9139","Miles Sheerin"
"10214","Daniel Riveros"
"9796","Benjamin Oh"
"6311","Charles Tubbs"
"4923","Kevin Nickell"
"8076","Jacob Alanis"
"9746","Christine Smith"
"8931","Dustin Kelly"
"7159","Edwin White"
"5515","Michael Butler"
"4243","Samuel Mandell Jr"
"8218","Chad Jefferson"
"8744","Simone Broadnax"
"6952","Jeffery Ransom"
"9569","Scott Dayton"
"8398","Russell Underwood"
"7617","Donavan Kuhlmann"
"9976","Jeffrey Coleman"
"7546","Robert Hamilton"
"5625","Lester Mills"
"9342","John Lising"
"7991","Keith Tyler"
"9892","Jose Delgado"
"6954","Anthony Whitaker"
"9542","Daniel Espinosa"
"7987","Erick Richards"
"6893","Antonia Ruff"
"8312","Jamie Mcdonald"
"T156","Maria Davilla"
"R295","Justin Prine"
"6155","Michael Morgan"
"109373","Shetara Johnson"
"7492","Silverio Valencia"
"6062","Joseph Chatham"
"5435","Robert Pollard"
"M200","Michael Rumsey"
"6031","Ron Cunningham"
"10246","Victor Espino-Nevarez"
"9044","Matthew Hooker"
"R354","Edward Kaplonski"
"9012","Nathan Swyers"
"9455","Damon Cole"
"7441","Alicia Holland-Barton"
"5937","Christopher Harry"
"5282","James Byas"
"9989","Brian Clendening"
"9974","Justin Ewald"
"7060","Paul Inman"
"5598","Robert Bryan Jr"
"5171","Clifford Norfleet"
"7545","Leandro Garza Jr"
"7513","Deborah Thompson"
"9753","Dennis Dotson"
"8517","Tricia Allen"
"D233","Mary Linarez"
"10185","Antonio Barrientos Jr"
"7224","William Morris"
"9183","Dara Couch"
"6938","Phillip White"
"6689","Regina Herbert"
"9078","Jason Taylor"
"M142","Paul Hansen"
"8077","Kimberly Mraz"
"6652","Bruce Chamberlain Jr"
"92259","Yolanda Washington"
"7398","Jason Cox"
"8678","Matthew Bacon"
"6716","Rajah Jones"
"5023","Patrick Burke"
"6119","Charles Pelts"
"5639","Edward Gilliam"
"110877","John Eubanks"
"10240","Brant Anderson"
"7341","Diana Freeman"
"6538","Marc Sartain"
"4234","Thomas Payne"
"6896","Jimmy Hollis"
"7993","Theotis Williams Jr"
"9434","Samuel Bryant"
"9243","Stephen Thompson"
"4541","Roderick Janich"
"60592","Sonya Nicholson"
"6793","Ramon Gonzalez"
"7357","Francis Crump"
"18601","Sonia Deleon"
"9566","Jason Welk"
"7615","Patty Carter"
"8987","Italy Europe"
"7900","Ryan Monahan"
"7385","Patricia Reyes"
"8979","Adam Thayer"
"57074","Teriann Mitchell"
"5607","Kevin Young"
"3650","Jack Bragg Jr"
"9424","Julio Gonzalez"
"7169","Ahrmann Hunt"
"T221","Tammy Mclean"
"6653","Lawrence Prothro"
"9042","Gary Miles"
"6147","Gregory Weatherford"
"8434","Raymario Sanchez"
"6361","Dale Richardson"
"6013","James Winkle"
"8908","Mario Garcia"
"7886","Shannon Smith"
"8715","Justin Boyce"
"7684","Tami Cleary"
"9285","Juan Fernandez"
"WF 7310","John Roberts"
"6103","Thomas Arnold"
"T244","Ryan Mabbitt"
"7805","Sean Hensley"
"7783","Leshai Maston"
"7813","Stanley Reece"
"109374","Debra Allen"
"8667","Daniel Ek"
"8984","Corey Barnes"
"9148","Mark Bacon"
"5121","Keith Allen"
"8012","Patrick Cronin"
"8580","Reginald Luster"
"6422","Harry Deltufo"
"6871","Wanda West"
"4549","Tony Takats"
"9874","Keith Kind"
"5854","Joseph Maines"
"7878","Steve Hough"
"7571","Lynn Hensley"
"9679","Michael Villanueva"
"9525","Matthew Wagner"
"7636","Damaso Colon-Melendez"
"9021","Brian Mitchell"
"8497","Jason Gindratt"
"9353","Neil Poynor"
"9232","Matthew Bryant"
"6840","Gregory Vanhook Sr"
"5537","Reginald Jones"
"5316","Darrell Dugan Jr"
"9023","Jennifer Logan"
"5728","Eno Fite"
"79378","Sheila Stubblefield"
"8303","Kylee Hawks"
"7629","Kung Seng"
"17715","Angela Davis"
"4398","Steven Perkins"
"10009","Joshua Romero"
"8754","Jordan Grimes"
"4775","David Burroughs"
"8479","Christopher Walton"
"5884","Robert Bernal"
"4703","Paul Keough"
"8602","Frederick Mears"
"6767","Donald Cooper Jr"
"5653","Donald Randle"
"9868","Joseph Robeson"
"7023","Churchill Onyewuchi"
"4394","Marc Hearn"
"8652","Calvin Cross"
"8114","Christopher Montemayor"
"8828","Johnathan Sharkey"
"8135","Dean Weltman"
"9382","Roger Hendrickson Jr"
"4342","Mark Stallo"
"9517","Jason Willis"
"6702","Terrance Scott"
"3907","Madison Jacob"
"4612","Kenneth Wilkins"
"5143","Darrell Coslin"
"7661","Antonio Aleman Jr"
"8843","Matthew Renfro"
"6472","Jeffrey Baum"
"7386","Christine Ramirez"
"7351","Adolfo Perez Iii"
"7043","Luis Rios Iii"
"7523","Amy Ginger"
"47458","Karen Miles"
"7582","Bobby Jones"
"6760","Clarissa Chambers"
"8704","Daniel Fogle"
"7313","Michael Mata"
"10022","Salvatore Coppola"
"R307","Jay Belmarez"
"5334","Latonya Kennedy-Cahee"
"8474","Diana Espinoza"
"8465","Jason Massey"
"10145","James Aldridge"
"7234","Kurt Hibbets"
"9580","Joseph Reyes"
"6854","John Vanorden Iv"
"8442","Terell Mcneal"
"7894","Daniel Smith"
"5618","Paul Jez"
"8838","John Page"
"5863","Berkeley Bailey Jr"
"7400","Steven Moore Jr"
"7025","Lee Allen Jr"
"105995","Velma Mayberry"
"6731","Rodney Brown"
"7354","Kelvin Pope"
"5251","Edward Spila"
"7619","Brian Lamberson"
"7054","Oliver Zimmerman"
"8056","Garry Smith"
"8666","Debra Beezley"
"4712","Tim Robbins"
"5971","Richard Duggan Jr"
"R212","Guadalupe Cardona"
"7557","Christine Bush"
"8635","Cody Brasher"
"8857","Robert Serrano"
"6104","Thomas Sible"
"8321","Emmitt Jackson Jr"
"5268","Joseph Mullen Jr"
"8605","Kakia Lang"
"6853","Bert Rippy"
"7412","Ashaki Hardeman"
"8579","Thang Dinh"
"9416","Cryistal Young"
"8046","Brian Hartger"
"9820","Ryan Hales"
"10166","Julio Flores"
"10001","Marvin Cole Iii"
"7814","Jason Scoggins"
"7918","Samuel Digby Jr"
"9159","David Grubbs Jr"
"9406","John Brow"
"9500","Rebecca Barrios"
"5110","Paul Michel"
"6688","Alfred Nunez"
"8920","Donald Boice"
"R268","Michael Goff"
"F0245","William Moore"
"4883","Carl Wachholz"
"6912","Agustin Serratos"
"6692","Kevin Williams"
"5520","John Neal"
"9922","Emmanuel Romano"
"9186","Lucas Turano"
"4862","Michael Bartis"
"8007","Harry Blust Iv"
"6997","Corey Foreman"
"5366","Cecil Massey"
"5106","Judith Mcgee"
"7649","Kevin Simmons"
"8422","Nekia Tillotson"
"9053","Carrol Clore"
"7836","Daphne Looney"
"5843","Christopher Lezotte"
"8459","Robert Ridley"
"9447","Ryan Swain"
"6102","Eric Keller"
"7659","Willie Ford Jr"
"6630","Marylin Harris"
"10300","Anthony Rucker"
"8683","Tammy Jones"
"8708","Eric Lightle"
"5891","Phillip Elery"
"10143","Andrea Duff"
"7465","Christine Weisskopf"
"7916","Charita Mcnorton"
"6901","Vincent Weddington"
"8256","Joshua Cordes"
"7107","Thomas Mcgrath"
"9583","Thomas Johnson"
"8834","Daniel Canete"
"9437","Ashlei O'neal"
"9321","Antonio Quintanilla"
"6252","Lawrence Allen"
"9575","Steven Baldwin"
"6859","Ronnie Bracksieck"
"7718","Vita Choice"
"9065","Scott Neal"
"7361","Lori Rangel"
"8632","Carlos Cardenas"
"6141","Michael Smith"
"9227","Daryl Webster"
"5585","Danny Muniz"
"5524","Mark Paghi"
"8672","Christopher Wood"
"5638","Timothy Stecker"
"M180","Bernadette Briggs"
"6451","Jose Fonseca"
"9977","Casarae Womble"
"6020","Robin Eisenberg"
"10599","Robert Dorman"
"7898","Jay Darst"
"6512","Dwight Dequire"
"6169","Phillip Elliott"
"7403","Pamela Starr"
"6785","Mario Castanon"
"8551","Timothy Lewis"
"9379","Leonard Anderson"
"6524","Marshall Mclemore"
"6710","Kenneth Francis"
"4614","Craig Woods"
"5691","Willemina Edwards"
"7503","Lonzo Anderson Jr"
"9685","Kyle Tholl"
"10007","Katherine Robinson"
"7397","Sandra Escobar-Valladolid"
"7626","Brewster Billings"
"7662","Ruben Felan Jr"
"10049","Carlos Macabu"
"7246","Robert Mcmillin Jr"
"7146","Kandy Standige"
"8991","Alan Evans"
"7671","Dante Cunningham"
"4498","Terry Stovall"
"8024","William Silvia"
"7276","Terrence Rhodes"
"8780","Wade Dews"
"8718","Colin Humphreys"
"8545","Katherine Silvia"
"8372","Joshua Merkel"
"8561","Rodney Choate"
"8042","Luis Cruz"
"6330","Richard Forness"
"8853","Andrew Shelley"
"7065","Sheldon Smith"
"8089","India Charles-Wilbon"
"6406","Robert Munoz"
"9509","Humberto Trejo Jr."
"7981","John Hepworth"
"7517","Lois Campbell"
"8355","Stacey Avila"
"9467","Angeles Hernandez"
"7430","Todd Conway"
"9115","Kimberly Howard"
"6801","Ivan Gunter"
"5787","Richard Lopez"
"7700","Frank Carcone Jr"
"6353","Curtis Steger"
"118918","Ruth Spurr"
"9550","Jeremy Carter"
"8172","Charles Jones"
"9272","Andrea Isom"
"7241","Kerry Willis"
"9160","Jessica Fehmel"
"9557","Bronda Davis"
"6417","Cheryl Cornish"
"5144","John Childs Jr"
"6889","Rolando Arellano"
"10956","Rafael Deleon"
"8468","Lisa Connaway"
"10957","Megan Rogers"
"8835","Steven Witt"
"10969","Jonathan Fraser"
"10979","John Williams"
"10961","Dontario Harris"
"10602","Anthony Hernandez"
"10965","Franco Hennings"
"10888","Clayton Anderson"
"7515","Monique Alex"
"10968","Dong Nam"
"10973","Bradley Williams"
"10977","Andrew Lehocky"
"10970","Corey Striplin"
"5588","Christopher Harmon"
"10963","Douglas Schultz"
"8420","Ira Carter"
"R298","Alexander Eastman"
"9488","Erica King"
"10964","Carlos Chavez"
"10967","Oziel Arjona"
"10978","William Eichholtz"
"4885","Janice Crowther"
"9274","Glen Delgado"
"8140","Devalon Lee-Arkansas"
"10656","Branden Nichols"
"10971","Angel Cruz"
"4286","Jose Losoya Jr"
"R363","Cedric Taylor"
"5918","David Smith"
"7336","Gerardo Huante"
"6872","Mark Lang"
"T182","Daunisha Tatum"
"9514","Clark Staller"
"7414","Merlin Lofton"
"9501","Terry Varden"
"9317","Andrew Clennell"
"7806","Royson Stacy"
"10976","Jacob Bulls"
"7689","Zenoc Castro"
"7742","Jocelyn Jenkins"
"6865","James Dupuch"
"5958","Robert Cockerill"
"9920","Joshua Cooper"
"8155","Kara Burnside"
"8776","Haydee Duran"
"9503","Laura Roach"
"7765","Matthew Smith"
"6732","James Steverson"
"8085","Stanton Chambers"
"D249","Breshella James"
"6910","Douglas Jones"
"5054","Jeffery Tooker"
"7574","Demarquis Black"
"8567","Edward King"
"7458","Matthew Edwards"
"8967","Salvador Castro"
"6186","Scott Shepherd"
"6615","Larry Jones Jr"
"8590","Dana Heter Iii"
"8318","Noe Camacho"
"4782","Gregory Lowe"
"8565","Jordan Colunga"
"8236","Shane Johnson"
"8655","Daniel Mosher"
"10954","Reynaldo Carrasquillo"
"5275","Catherine Delapaz"
"6823","Leroy Quigg"
"5939","Maury Agent"
"10983","Daniel Ramirez"
"10991","Victor Grantham"
"6862","Patrick Boyett"
"8499","Alena King"
"11001","Enrique Tamargo"
"8785","Walter Mcgruder"
"10997","Dustin Dillard"
"11007","Jewellia Casiano"
"10989","Sasha Biglow"
"10179","Daniel Gomez"
"10998","Charles Schultz"
"10987","Daniel Kim"
"10984","Jose Rayas"
"10990","April Wigley"
"10993","Matthew Kania"
"8624","Jared Holloway"
"10985","Anazogini Kubeer"
"10999","Shadae Lampkin"
"11008","Raphyael Tyson"
"11003","Christy Chamberlain"
"10988","Sean Mulrenan"
"11005","Terry Montgomery"
"10992","Edgar Santiago-Gonzalez"
"8872","Jason Kaup"
"11000","Ronny Neff"
"8408","Victor Lucas"
"11004","Jarvis Haywood"
"11009","Dung Nguyen"
"7423","Kristen Lapiano"
"8386","Jada Farmer"
"9411","Latara Sims"
"10994","Joshua Weldon"
"5340","David Smith"
"7730","Joshua Sanderlin"
"8417","Joshua Hight"
"10982","Aaron Dosal"
"6701","Booker Smith Jr"
"7013","Barrett Nelson"
"9223","Erica Givens"
"7407","Carlos Guzman Jr"
"6844","Diana Thornton"
"6309","Lora Johnson"
"5597","Artealous Christian Iii"
"5229","Pearl Mcdowell"
"120255","Mayra Palomo"
"7943","Randall Messimer"
"8861","Jason Johns"
"9068","Rene Villanueva"
"7015","Deborah Hughbanks"
"8290","Sandra Calanche"
"5015","Jude Braun"
"8917","Eric Weast"
"M221","Byron Branch"
"5674","Elaine Drummer"
"6591","Stephen Bishopp"
"7990","Larvtha Shepard"
"8803","Robert Ramsey"
"8636","Edwin Ducayet Iii"
"6713","James Parnell"
"7287","Stephen Baugh"
"8692","Tara Smith"
"6978","Kimberly Mayfield"
"9968","Colton Johnson"
"8801","James Petty"
"7800","Jeremy Borchardt"
"7887","Kofi Sapon-Amoah"
"5538","Dennis Mumford"
"7381","Tia Nobles"
"7444","Steve Brown"
"6233","Gerald Smalley"
"8662","Joshua Hudgins"
"11025","Onan Dumas"
"11018","Sanja Trtanj"
"11026","Victoria Cordero"
"11035","Ashley Parmley"
"6933","Eric Morales"
"11016","Lakeysha Martinez"
"11011","Louis Nalley"
"11028","Jacob Holmes"
"11013","Jonathan Zarate"
"8588","Stephen Winkler"
"11030","Jennifer Baloney"
"11015","Brandon Dye"
"11023","Juan Lopez"
"5541","Mark Mcclenny"
"10864","Kristopher Mendoza"
"11034","Jeannette Nesom"
"10890","David Disman"
"11031","Cecile Cromartie"
"11010","Reginald Wright"
"11036","Juan Delgado"
"11032","Jeffery Sauvie"
"11012","Scott Herrera"
"7263","Fredie Cohen"
"8008","Rikicia Robinson"
"8350","Johann Ortega"
"5758","Enrique Guzman Jr"
"7751","Jeffrey Loeb"
"6868","Dwayne Thompson"
"6064","Mitchel Bird"
"7544","Gloria Doll"
"6586","Ronald Coulson"
"11019","Danielle Vaji"
"5611","Herbert Cotner"
"7628","Sherri Jeffrey"
"7793","Matthew Kobe"
"11033","Matthew Gronau"
"8086","Breanna Valentine"
"11014","Jamal Pride"
"7928","Alfredo Bedoy Iii"
"5552","Steven O'brien"
"6557","Scott Reinert"
"9545","Joe Lopez"
"11022","Raneen Bazzi"
"8942","Alice Chien"
"7289","William Regan"
"4638","Cynthia Parker-Ferguson"
"11021","Blanca Salazar Williams"
"9030","John Kipp"
"7794","Katrina Ahrens"
"8409","Maria Jones"
"5283","Robert Favors"
"7972","Duane Westerlund"
"7384","William Wells"
"M220","Christopher Cisneros"
"6024","Randy Lancaster"
"6822","Clarence Wooten"
"5066","Eugene Fox"
"8019","Michael Dominguez"
"8645","Dior-Ali Cupid"
"7978","Jeramy Mills"
"11061","Moses Munoz"
"8416","Andrew Dilbeck"
"5695","Marvin Ned"
"8004","Rocio Munoz"
"5540","Jose Mendez"
"7693","Vertis Mckinney Iii"
"7569","Tanya Braun"
"7589","Michael Gonzalez"
"7707","Willie Vick Iii"
"8143","Brownie Cranford"
"6734","Kris Kelly"
"6809","Keith Rieg"
"8543","Dominique Erwin"
"8500","Angel Herring"
"7860","Brandi Kramer"
"8228","Leslie Lowe"
"5651","Robert Benitez"
"4835","Michael Mcmurray"
"11080","Ryan Burchfield"
"5341","Glenn Stone"
"8148","Shemika Rodriguez"
"7863","Gilberto Martinez Iii"
"8282","Diamond Rodgers"
"7854","Jason Jarc"
"5882","Dudley Nosworthy Ii"
"8131","Carol Berry"
"5314","Robert Cummings"
"8489","Melissa Scott"
"4698","Elton Fite"
"7300","Frederick Fairley"
"7288","Robert Sours"
"8440","Kyle Jobson"
"5531","Randy Alexander"
"6483","Kyle Hensley"
"6645","Nicholas Wingo"
"8270","Stephen Cleary"
"7282","Amy Rodgers"
"9985","Matthew Schmidt"
"7335","Gerardo Guardiola"
"4771","John Carr Jr"
"5529","Nathan Williams"
"6376","David Bridges"
"4745","David Welch"
"5411","Mark Colborn"
"7205","Eric Knight"
"7163","Anthony Newsom"
"7462","Christopher Webb"
"5756","Will Mixon"
"8005","Mark Swindell Jr"
"9153","Jeffrey Mcavoy"
"8221","Louis Silvestro"
"11039","Zachary Wohlwend"
"11045","Eric Cervantes"
"11037","Jason Smith"
"11060","Dalton Estes"
"11051","Dionel Ortiz"
"11050","Tiaria Richardson"
"11046","Branson Grisham"
"11044","Fernando Del Rio"
"6964","Gerald Melgoza"
"11052","Blake Cohorst"
"11048","Alexander Leclaire"
"8364","Eduardo Oviedo"
"11047","Elias Wells"
"11056","Edward Resendez"
"9014","Andrew Fifield"
"11041","Moises Lopez"
"11038","Gerardo Rueda"
"11054","Brittany Hall"
"11055","Daisy Mendoza"
"11040","Andrew Rembert"
"11063","Brittany Mingo"
"9361","Brandon Berie"
"11064","Nathan Newman"
"6445","Raymond Milbern Jr"
"34711","Renee Wilson"
"8656","Ross Stinson"
"7460","Samuel Mcdonnold"
"8044","Kevin Masters"
"7809","Martha Lugo"
"7810","Nathan Delahoussaye"
"R352","Faroukh Mehkri"
"9511","Meghan Bailey"
"9523","Cheryl Matthews"
"D215","Stacy Pruitt"
"5593","Brian Smith"
"9608","Marcos Cavazos"
"4877","Philip Strodtman"
"116131","James Johnson"
"8983","Aundrea Vann"
"5954","Cmon Wingo"
"8907","Jeffrey Kennard"
"6487","Tammy Huel"
"9064","Meagan Land"
"6168","Philip Musgrove"
"8197","Sharla Croson"
"5955","Peter Malik"
"8276","John Forsha"
"6687","Stephen Gross"
"9508","Lorenzo Carranza"
"8950","David Smart"
"5577","Paul Rodgers"
